,h3,count,geometry
1741,88195da697fffff,25,"POLYGON ((-0.09368207053891305 51.54818137820277, -0.1003938061325013 51.54699107272398, -0.1016204406575149 51.54251899343556, -0.09613612167023135 51.53923748681588, -0.0894254545697299 51.54042783352529, -0.08819803807528528 51.54489964560861, -0.09368207053891305 51.54818137820277))"
1742,88195da699fffff,24,"POLYGON ((-0.07780222964864275 51.55950252442253, -0.0845147120126097 51.55831365270576, -0.08574266683493159 51.55384255524048, -0.08025892122660559 51.55056059673512, -0.07354750787108347 51.55174950986223, -0.0723187712273758 51.55622034006925, -0.07780222964864275 51.55950252442253))"
1743,88195da69bfffff,52,"POLYGON ((-0.07354750787108347 51.55174950986223, -0.08025892122660559 51.55056059673512, -0.08148699773857805 51.5460892755426, -0.07600444249304061 51.54280713479597, -0.06929409787987491 51.54399608943081, -0.06806523988178213 51.54846714328943, -0.07354750787108347 51.55174950986223))"
1744,88195da69dfffff,10,"POLYGON ((-0.08999964839676382 51.5615954287287, -0.09671282650106562 51.56040588133828, -0.0979399990924799 51.55593451671697, -0.09245477592243327 51.55265296662699, -0.08574266683493159 51.55384255524048, -0.0845147120126097 51.55831365270576, -0.08999964839676382 51.5615954287287))"
1745,88195da6a1fffff,27,"POLYGON ((-0.1388110545873197 51.56995619649707, -0.145527010974664 51.5687639439558, -0.1467510505480466 51.56429151173451, -0.1412599177145902 51.56101159878544, -0.1345450303739337 51.56220389180038, -0.1333202069319409 51.56667605727548, -0.1388110545873197 51.56995619649707))"
1746,88195da6a3fffff,18,"POLYGON ((-0.1345450303739337 51.56220389180038, -0.1412599177145902 51.56101159878544, -0.1424840806560752 51.55653894245818, -0.1369941399014089 51.55325884595267, -0.1302803213419498 51.55445117953889, -0.1290553748678165 51.55892356904411, -0.1345450303739337 51.56220389180038))"
1747,88195da6a5fffff,4,"POLYGON ((-0.1510193363002298 51.57204367310695, -0.1577359860864546 51.57085074366422, -0.1589592413818801 51.56637804479939, -0.1534666312809266 51.56309854200553, -0.1467510505480466 51.56429151173451, -0.145527010974664 51.5687639439558, -0.1510193363002298 51.57204367310695))"
1748,88195da6a7fffff,8,"POLYGON ((-0.1467510505480466 51.56429151173451, -0.1534666312809266 51.56309854200553, -0.1546900102805755 51.5586256189589, -0.1491985926010342 51.55534593234535, -0.1424840806560752 51.55653894245818, -0.1412599177145902 51.56101159878544, -0.1467510505480466 51.56429151173451))"
1749,88195da6a9fffff,7,"POLYGON ((-0.1308700225005066 51.57561967311999, -0.1375863543251754 51.57442813779821, -0.1388110545873197 51.56995619649707, -0.1333202069319409 51.56667605727548, -0.1266049444126757 51.56786763316073, -0.1253794603553125 51.57233930768886, -0.1308700225005066 51.57561967311999))"
1750,88195da6abfffff,22,"POLYGON ((-0.1266049444126757 51.56786763316073, -0.1333202069319409 51.56667605727548, -0.1345450303739337 51.56220389180038, -0.1290553748678165 51.55892356904411, -0.1223411813882864 51.56011518559043, -0.1211155744870558 51.56458708421674, -0.1266049444126757 51.56786763316073))"
1751,88195da6adfffff,25,"POLYGON ((-0.143078394543237 51.57770809324373, -0.1497954202428645 51.57651588107849, -0.1510193363002298 51.57204367310695, -0.145527010974664 51.5687639439558, -0.1388110545873197 51.56995619649707, -0.1375863543251754 51.57442813779821, -0.143078394543237 51.57770809324373))"
1752,88195da6b1fffff,17,"POLYGON ((-0.118078732866378 51.55236233079432, -0.1247918575718288 51.55117067348934, -0.1260169269304866 51.54669806009783, -0.1205296544832778 51.54341737099642, -0.1138175982863426 51.54460906915752, -0.1125917461399353 51.54908141554868, -0.118078732866378 51.55236233079432))"
1753,88195da6b3fffff,26,"POLYGON ((-0.1138175982863426 51.54460906915752, -0.1205296544832778 51.54341737099642, -0.1217548465789809 51.53894453386253, -0.1162687650417878 51.53566366195059, -0.109557777087827 51.53685540106522, -0.1083318025398847 51.54132797112302, -0.1138175982863426 51.54460906915752))"
1754,88195da6b5fffff,34,"POLYGON ((-0.1302803213419498 51.55445117953889, -0.1369941399014089 51.55325884595267, -0.1382184260632437 51.54878596566333, -0.1327296769742579 51.54550568584281, -0.1260169269304866 51.54669806009783, -0.1247918575718288 51.55117067348934, -0.1302803213419498 51.55445117953889))"
1755,88195da6b7fffff,13,"POLYGON ((-0.1260169269304866 51.54669806009783, -0.1327296769742579 51.54550568584281, -0.1339540862087374 51.54103258173532, -0.1284665283724594 51.53775211884123, -0.1217548465789809 51.53894453386253, -0.1205296544832778 51.54341737099642, -0.1260169269304866 51.54669806009783))"
1756,88195da6b9fffff,45,"POLYGON ((-0.1101395041188637 51.55802539369815, -0.1168530032688417 51.55683445337497, -0.118078732866378 51.55236233079432, -0.1125917461399353 51.54908141554868, -0.1058793157566132 51.55027239681781, -0.1046528034449603 51.55474425237143, -0.1101395041188637 51.55802539369815))"
1757,88195da6bbfffff,39,"POLYGON ((-0.1058793157566132 51.55027239681781, -0.1125917461399353 51.54908141554868, -0.1138175982863426 51.54460906915752, -0.1083318025398847 51.54132797112302, -0.1016204406575149 51.54251899343556, -0.1003938061325013 51.54699107272398, -0.1058793157566132 51.55027239681781))"
1758,88195da6bdfffff,39,"POLYGON ((-0.1223411813882864 51.56011518559043, -0.1290553748678165 51.55892356904411, -0.1302803213419498 51.55445117953889, -0.1247918575718288 51.55117067348934, -0.118078732866378 51.55236233079432, -0.1168530032688417 51.55683445337497, -0.1223411813882864 51.56011518559043))"
1759,88195da6c1fffff,30,"POLYGON ((-0.09483424582660045 51.59051051625555, -0.1015510068865886 51.58932180920536, -0.1027784734788246 51.5848516080862, -0.09728996228735218 51.58157038095761, -0.0905742713008017 51.58275912902813, -0.08934602154437196 51.58722906319171, -0.09483424582660045 51.59051051625555))"
1760,88195da6c3fffff,8,"POLYGON ((-0.0905742713008017 51.58275912902813, -0.09728996228735218 51.58157038095761, -0.09851755115805806 51.57709995553643, -0.0930302319824961 51.57381854520187, -0.0863156108030786 51.57500733439029, -0.08508723910412194 51.57947749278019, -0.0905742713008017 51.58275912902813))"
1761,88195da6c5fffff,35,"POLYGON ((-0.1070407105076853 51.59260285288673, -0.1137581673401319 51.5914134694134, -0.1149848503580927 51.58694300144104, -0.1094948602299553 51.58366218377999, -0.1027784734788246 51.5848516080862, -0.1015510068865886 51.58932180920536, -0.1070407105076853 51.59260285288673))"
1762,88195da6c7fffff,28,"POLYGON ((-0.1027784734788246 51.5848516080862, -0.1094948602299553 51.58366218377999, -0.1107216658624815 51.5791914914299, -0.1052328680941012 51.57591049029973, -0.09851755115805806 51.57709995553643, -0.09728996228735218 51.58157038095761, -0.1027784734788246 51.5848516080862))"
1763,88195da6c9fffff,10,"POLYGON ((-0.08688898300888755 51.59616821581216, -0.09360611815996049 51.59498022604928, -0.09483424582660045 51.59051051625555, -0.08934602154437196 51.58722906319171, -0.08262995672502632 51.5884170940647, -0.08140104596832823 51.59288653687624, -0.08688898300888755 51.59616821581216))"
1764,88195da6cbfffff,16,"POLYGON ((-0.08262995672502632 51.5884170940647, -0.08934602154437196 51.58722906319171, -0.0905742713008017 51.58275912902813, -0.08508723910412194 51.57947749278019, -0.07837224435003992 51.58066556486092, -0.07714321183950131 51.58513523196663, -0.08262995672502632 51.5884170940647))"
1765,88195da6cdfffff,22,"POLYGON ((-0.09909553494157559 51.59826149568784, -0.1058133663414142 51.5970728295603, -0.1070407105076853 51.59260285288673, -0.1015510068865886 51.58932180920536, -0.09483424582660045 51.59051051625555, -0.09360611815996049 51.59498022604928, -0.09909553494157559 51.59826149568784))"
1766,88195da6d1fffff,24,"POLYGON ((-0.07411584532301208 51.57291362858541, -0.080829770278291 51.57172551519943, -0.08205826377254988 51.56725513272682, -0.07657361450617277 51.56397313083419, -0.06986075908330641 51.56516128562291, -0.068631483506411 51.56963140088637, -0.07411584532301208 51.57291362858541))"
1767,88195da6d3fffff,21,"POLYGON ((-0.06986075908330641 51.56516128562291, -0.07657361450617277 51.56397313083419, -0.07780222964864275 51.55950252442253, -0.0723187712273758 51.55622034006925, -0.06560698507056646 51.55740853635816, -0.06437758818096076 51.56187887548502, -0.06986075908330641 51.56516128562291))"
1768,88195da6d5fffff,15,"POLYGON ((-0.0863156108030786 51.57500733439029, -0.0930302319824961 51.57381854520187, -0.0942579429843008 51.56934789562231, -0.08877181541114541 51.56606630232297, -0.08205826377254988 51.56725513272682, -0.080829770278291 51.57172551519943, -0.0863156108030786 51.57500733439029))"
1769,88195da6d7fffff,12,"POLYGON ((-0.08205826377254988 51.56725513272682, -0.08877181541114541 51.56606630232297, -0.08999964839676382 51.5615954287287, -0.0845147120126097 51.55831365270576, -0.07780222964864275 51.55950252442253, -0.07657361450617277 51.56397313083419, -0.08205826377254988 51.56725513272682))"
1770,88195da6d9fffff,42,"POLYGON ((-0.06617239315157569 51.57857091617864, -0.07288669120577178 51.57738351984181, -0.07411584532301208 51.57291362858541, -0.068631483506411 51.56963140088637, -0.06191825524237011 51.57081883871577, -0.06068831911684194 51.5752884627365, -0.06617239315157569 51.57857091617864))"
1771,88195da6dbfffff,40,"POLYGON ((-0.06191825524237011 51.57081883871577, -0.068631483506411 51.56963140088637, -0.06986075908330641 51.56516128562291, -0.06437758818096076 51.56187887548502, -0.05766542944055091 51.56306635490446, -0.0564353721908748 51.56753620285663, -0.06191825524237011 51.57081883871577))"
1772,88195da6ddfffff,32,"POLYGON ((-0.07837224435003992 51.58066556486092, -0.08508723910412194 51.57947749278019, -0.0863156108030786 51.57500733439029, -0.080829770278291 51.57172551519943, -0.07411584532301208 51.57291362858541, -0.07288669120577178 51.57738351984181, -0.07837224435003992 51.58066556486092))"
1773,88195da6e1fffff,10,"POLYGON ((-0.1271934014116451 51.58903330849863, -0.1339111782864142 51.58784253098369, -0.1351364162129498 51.58337130508311, -0.1296446614346586 51.5800911234062, -0.1229279543899289 51.58128194147675, -0.1217019324054765 51.58575290065333, -0.1271934014116451 51.58903330849863))"
1774,88195da6e3fffff,25,"POLYGON ((-0.1229279543899289 51.58128194147675, -0.1296446614346586 51.5800911234062, -0.1308700225005066 51.57561967311999, -0.1253794603553125 51.57233930768886, -0.1186638228746864 51.57353016641267, -0.1174376780871285 51.57800134989911, -0.1229279543899289 51.58128194147675))"
1775,88195da6e5fffff,9,"POLYGON ((-0.1394041261115195 51.59112252866497, -0.1461225973443703 51.58993107417712, -0.1473470508031364 51.58545958165516, -0.1418538176088085 51.58217981022715, -0.1351364162129498 51.58337130508311, -0.1339111782864142 51.58784253098369, -0.1394041261115195 51.59112252866497))"
1776,88195da6e7fffff,3,"POLYGON ((-0.1351364162129498 51.58337130508311, -0.1418538176088085 51.58217981022715, -0.143078394543237 51.57770809324373, -0.1375863543251754 51.57442813779821, -0.1308700225005066 51.57561967311999, -0.1296446614346586 51.5800911234062, -0.1351364162129498 51.58337130508311))"
1777,88195da6e9fffff,10,"POLYGON ((-0.1192493502418006 51.59469410336403, -0.1259675023780064 51.59350404322172, -0.1271934014116451 51.58903330849863, -0.1217019324054765 51.58575290065333, -0.1149848503580927 51.58694300144104, -0.1137581673401319 51.5914134694134, -0.1192493502418006 51.59469410336403))"
1778,88195da6ebfffff,11,"POLYGON ((-0.1149848503580927 51.58694300144104, -0.1217019324054765 51.58575290065333, -0.1229279543899289 51.58128194147675, -0.1174376780871285 51.57800134989911, -0.1107216658624815 51.5791914914299, -0.1094948602299553 51.58366218377999, -0.1149848503580927 51.58694300144104))"
1779,88195da6edfffff,3,"POLYGON ((-0.1314601645013908 51.59678426709333, -0.1381790114721889 51.59559353003626, -0.1394041261115195 51.59112252866497, -0.1339111782864142 51.58784253098369, -0.1271934014116451 51.58903330849863, -0.1259675023780064 51.59350404322172, -0.1314601645013908 51.59678426709333))"
1780,88195da705fffff,3,"POLYGON ((-0.2341403873309651 51.64238058927937, -0.2408683681676051 51.64118526253765, -0.242087476492544 51.6367132991878, -0.2365793927075978 51.63343692818778, -0.2298524830690491 51.63463229368085, -0.2286325861294731 51.6391039914071, -0.2341403873309651 51.64238058927937))"
1781,88195da707fffff,1,"POLYGON ((-0.2298524830690491 51.63463229368085, -0.2365793927075978 51.63343692818778, -0.2377986272759528 51.62896473920248, -0.2322917405944528 51.62568818139449, -0.2255659018885845 51.62688358573723, -0.224345879043644 51.63135550902283, -0.2298524830690491 51.63463229368085))"
1782,88195da709fffff,2,"POLYGON ((-0.2139570687138584 51.64596377432465, -0.2206847374209697 51.64476984513639, -0.221905296848051 51.64029863876387, -0.2163989758120979 51.63702162731823, -0.2096723785597582 51.63821559553549, -0.2084510310007844 51.64268653615392, -0.2139570687138584 51.64596377432465))"
1783,88195da70bfffff,1,"POLYGON ((-0.2096723785597582 51.63821559553549, -0.2163989758120979 51.63702162731823, -0.2176196609559877 51.63255019531889, -0.2121145367535949 51.62927299735153, -0.2053890106903201 51.63046700469602, -0.2041675377525195 51.63493817086523, -0.2096723785597582 51.63821559553549))"
1784,88195da711fffff,1,"POLYGON ((-0.2011069645414153 51.62271800219147, -0.2078314196812524 51.6215239556215, -0.209052355810797 51.61705207279915, -0.2035496240311328 51.61377450251351, -0.196826239549157 51.61496858840709, -0.195604516301051 51.61944020524728, -0.2011069645414153 51.62271800219147))"
1785,88195da713fffff,1,"POLYGON ((-0.196826239549157 51.61496858840709, -0.2035496240311328 51.61377450251351, -0.2047706854297814 51.60930239449502, -0.1992691492396067 51.60602463841288, -0.1925468351499796 51.60721876372812, -0.1913249869702073 51.61169060568847, -0.196826239549157 51.61496858840709))"
1786,88195da717fffff,3,"POLYGON ((-0.209052355810797 51.61705207279915, -0.2157764323074377 51.61585730832973, -0.2169967065150306 51.61138493435617, -0.2114936915290577 51.6081075907917, -0.2047706854297814 51.60930239449502, -0.2035496240311328 51.61377450251351, -0.209052355810797 51.61705207279915))"
1787,88195da71bfffff,9,"POLYGON ((-0.1888807536534963 51.62063357329904, -0.195604516301051 51.61944020524728, -0.196826239549157 51.61496858840709, -0.1913249869702073 51.61169060568847, -0.1846022949752597 51.61288401325162, -0.1833797850187216 51.61735536400661, -0.1888807536534963 51.62063357329904))"
1788,88195da721fffff,1,"POLYGON ((-0.2543246406884721 51.63879321124565, -0.261052932006385 51.63759648662257, -0.2622705887911524 51.63312376654799, -0.2567607434669338 51.62984803657393, -0.2500335230896017 51.6310447996707, -0.248815077207987 51.63551725425237, -0.2543246406884721 51.63879321124565))"
1789,88195da723fffff,3,"POLYGON ((-0.2500335230896017 51.6310447996707, -0.2567607434669338 51.62984803657393, -0.2579785270217249 51.62537509085524, -0.252469879069932 51.6220991737869, -0.2457437293680974 51.62329597545571, -0.244525157054606 51.62776865560534, -0.2500335230896017 51.6310447996707))"
